iter,t_granted,state,P_total,Q_total,updated,n_feeders,Vmag,Vang_rad
373,1.06,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
374,1.06,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
375,1.06,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
376,1.07,NEXT_STEP,0.4818,0.056,10,10,0.282812,-0.033612
377,1.07,ITERATING,0.4818,0.056,10,10,0.675766,0.094764
378,1.07,ITERATING,0.358,0.0309,10,10,0.682712,0.14571
379,1.07,ITERATING,0.3807,0.0354,10,10,0.681984,0.142874
380,1.07,ITERATING,0.4013,0.0395,10,10,0.681202,0.139269
381,1.07,ITERATING,0.4181,0.0429,10,10,0.68055,0.136245
382,1.07,ITERATING,0.4314,0.0456,10,10,0.680028,0.133837
383,1.07,ITERATING,0.4421,0.0478,10,10,0.67961,0.131917
384,1.07,ITERATING,0.4505,0.0495,10,10,0.679277,0.130386
385,1.07,ITERATING,0.4573,0.0509,10,10,0.679008,0.129162
386,1.07,ITERATING,0.4625,0.052,10,10,0.678802,0.128221
387,1.07,ITERATING,0.4666,0.0529,10,10,0.67864,0.127484
388,1.07,ITERATING,0.4699,0.0536,10,10,0.67851,0.126893
389,1.07,ITERATING,0.4726,0.0541,10,10,0.678405,0.126419
390,1.07,ITERATING,0.4745,0.0545,10,10,0.678326,0.126062
391,1.07,ITERATING,0.4762,0.0549,10,10,0.678261,0.125765
392,1.07,ITERATING,0.4774,0.0551,10,10,0.678213,0.125555
393,1.07,ITERATING,0.4784,0.0553,10,10,0.678175,0.125383
394,1.07,ITERATING,0.4792,0.0555,10,10,0.678144,0.125239
395,1.07,ITERATING,0.4797,0.0556,10,10,0.678125,0.125154
396,1.07,ITERATING,0.4802,0.0557,10,10,0.678106,0.125068
397,1.07,ITERATING,0.4805,0.0558,10,10,0.678094,0.125011
398,1.07,ITERATING,0.4809,0.0558,10,10,0.678081,0.124953
399,1.07,ITERATING,0.481,0.0559,10,10,0.678075,0.124925
400,1.07,ITERATING,0.4813,0.0559,10,10,0.678062,0.124867
401,1.07,ITERATING,0.4813,0.0559,10,10,0.678062,0.124867
402,1.07,ITERATING,0.4815,0.056,10,10,0.678056,0.124838
403,1.07,ITERATING,0.4817,0.056,10,10,0.678049,0.124809
404,1.07,ITERATING,0.4817,0.056,10,10,0.678049,0.12481
405,1.07,ITERATING,0.4817,0.056,10,10,0.678049,0.12481
406,1.07,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
407,1.07,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
408,1.07,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
409,1.07,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
410,1.07,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
411,1.07,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
412,1.07,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
413,1.08,NEXT_STEP,0.4818,0.056,10,10,0.282812,-0.033612
414,1.08,ITERATING,0.4818,0.056,10,10,0.675766,0.094764
415,1.08,ITERATING,0.358,0.0309,10,10,0.682712,0.14571
416,1.08,ITERATING,0.3807,0.0354,10,10,0.681984,0.142874
417,1.08,ITERATING,0.4013,0.0395,10,10,0.681202,0.139269
418,1.08,ITERATING,0.4181,0.0429,10,10,0.68055,0.136245
419,1.08,ITERATING,0.4314,0.0456,10,10,0.680028,0.133837
420,1.08,ITERATING,0.4421,0.0478,10,10,0.67961,0.131917
421,1.08,ITERATING,0.4505,0.0495,10,10,0.679277,0.130386
422,1.08,ITERATING,0.4573,0.0509,10,10,0.679008,0.129162
423,1.08,ITERATING,0.4625,0.052,10,10,0.678802,0.128221
424,1.08,ITERATING,0.4666,0.0529,10,10,0.67864,0.127484
425,1.08,ITERATING,0.4699,0.0536,10,10,0.67851,0.126893
426,1.08,ITERATING,0.4726,0.0541,10,10,0.678405,0.126419
427,1.08,ITERATING,0.4745,0.0545,10,10,0.678326,0.126062
428,1.08,ITERATING,0.4762,0.0549,10,10,0.678261,0.125765
429,1.08,ITERATING,0.4774,0.0551,10,10,0.678213,0.125555
430,1.08,ITERATING,0.4784,0.0553,10,10,0.678175,0.125383
431,1.08,ITERATING,0.4792,0.0555,10,10,0.678144,0.125239
432,1.08,ITERATING,0.4797,0.0556,10,10,0.678125,0.125154
433,1.08,ITERATING,0.4802,0.0557,10,10,0.678106,0.125068
434,1.08,ITERATING,0.4805,0.0558,10,10,0.678094,0.125011
435,1.08,ITERATING,0.4809,0.0558,10,10,0.678081,0.124953
436,1.08,ITERATING,0.481,0.0559,10,10,0.678075,0.124925
437,1.08,ITERATING,0.4813,0.0559,10,10,0.678062,0.124867
438,1.08,ITERATING,0.4813,0.0559,10,10,0.678062,0.124867
439,1.08,ITERATING,0.4815,0.056,10,10,0.678056,0.124838
440,1.08,ITERATING,0.4817,0.056,10,10,0.678049,0.124809
441,1.08,ITERATING,0.4817,0.056,10,10,0.678049,0.12481
442,1.08,ITERATING,0.4817,0.056,10,10,0.678049,0.12481
443,1.08,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
444,1.08,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
445,1.08,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
446,1.08,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
447,1.08,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
448,1.08,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
449,1.08,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
450,1.09,NEXT_STEP,0.4818,0.056,10,10,0.282812,-0.033612
451,1.09,ITERATING,0.4818,0.056,10,10,0.675766,0.094764
452,1.09,ITERATING,0.358,0.0309,10,10,0.682712,0.14571
453,1.09,ITERATING,0.3807,0.0354,10,10,0.681984,0.142874
454,1.09,ITERATING,0.4013,0.0395,10,10,0.681202,0.139269
455,1.09,ITERATING,0.4181,0.0429,10,10,0.68055,0.136245
456,1.09,ITERATING,0.4314,0.0456,10,10,0.680028,0.133837
457,1.09,ITERATING,0.4421,0.0478,10,10,0.67961,0.131917
458,1.09,ITERATING,0.4505,0.0495,10,10,0.679277,0.130386
459,1.09,ITERATING,0.4573,0.0509,10,10,0.679008,0.129162
460,1.09,ITERATING,0.4625,0.052,10,10,0.678802,0.128221
461,1.09,ITERATING,0.4666,0.0529,10,10,0.67864,0.127484
462,1.09,ITERATING,0.4699,0.0536,10,10,0.67851,0.126893
463,1.09,ITERATING,0.4726,0.0541,10,10,0.678405,0.126419
464,1.09,ITERATING,0.4745,0.0545,10,10,0.678326,0.126062
465,1.09,ITERATING,0.4762,0.0549,10,10,0.678261,0.125765
466,1.09,ITERATING,0.4774,0.0551,10,10,0.678213,0.125555
467,1.09,ITERATING,0.4784,0.0553,10,10,0.678175,0.125383
468,1.09,ITERATING,0.4792,0.0555,10,10,0.678144,0.125239
469,1.09,ITERATING,0.4797,0.0556,10,10,0.678125,0.125154
470,1.09,ITERATING,0.4802,0.0557,10,10,0.678106,0.125068
471,1.09,ITERATING,0.4805,0.0558,10,10,0.678094,0.125011
472,1.09,ITERATING,0.4809,0.0558,10,10,0.678081,0.124953
473,1.09,ITERATING,0.481,0.0559,10,10,0.678075,0.124925
474,1.09,ITERATING,0.4813,0.0559,10,10,0.678062,0.124867
475,1.09,ITERATING,0.4813,0.0559,10,10,0.678062,0.124867
476,1.09,ITERATING,0.4815,0.056,10,10,0.678056,0.124838
477,1.09,ITERATING,0.4817,0.056,10,10,0.678049,0.124809
478,1.09,ITERATING,0.4817,0.056,10,10,0.678049,0.12481
479,1.09,ITERATING,0.4817,0.056,10,10,0.678049,0.12481
480,1.09,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
481,1.09,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
482,1.09,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
483,1.09,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
484,1.09,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
485,1.09,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
486,1.09,ITERATING,0.4818,0.056,10,10,0.678043,0.124781
487,1.1,NEXT_STEP,0.4818,0.056,10,10,0.947199,-0.033612
488,1.1,ITERATING,0.4818,0.056,10,10,0.675768,0.099064
489,1.1,ITERATING,0.5723,0.0753,10,10,0.67454,0.10911
490,1.1,ITERATING,0.5528,0.0711,10,10,0.675303,0.112539
491,1.1,ITERATING,0.537,0.0677,10,10,0.675914,0.115246
492,1.1,ITERATING,0.5247,0.0651,10,10,0.676394,0.117379
493,1.1,ITERATING,0.5154,0.0631,10,10,0.676753,0.118983
494,1.1,ITERATING,0.508,0.0616,10,10,0.677037,0.120256
495,1.1,ITERATING,0.5022,0.0603,10,10,0.67726,0.121257
496,1.1,ITERATING,0.4978,0.0594,10,10,0.67743,0.122019
497,1.1,ITERATING,0.4942,0.0587,10,10,0.677567,0.122633
498,1.1,ITERATING,0.4915,0.0581,10,10,0.67767,0.123099
499,1.1,ITERATING,0.4895,0.0577,10,10,0.677748,0.123449
500,1.1,ITERATING,0.4879,0.0573,10,10,0.677812,0.123739
501,1.1,ITERATING,0.4865,0.057,10,10,0.677864,0.123971
502,1.1,ITERATING,0.4855,0.0568,10,10,0.677904,0.124149
503,1.1,ITERATING,0.4847,0.0566,10,10,0.677936,0.124293
504,1.1,ITERATING,0.4842,0.0565,10,10,0.677955,0.124379
505,1.1,ITERATING,0.4837,0.0564,10,10,0.677974,0.124466
506,1.1,ITERATING,0.4833,0.0564,10,10,0.677986,0.124523
507,1.1,ITERATING,0.483,0.0563,10,10,0.677999,0.12458
508,1.1,ITERATING,0.4827,0.0562,10,10,0.678012,0.124638
509,1.1,ITERATING,0.4825,0.0562,10,10,0.678018,0.124666
510,1.1,ITERATING,0.4823,0.0561,10,10,0.678024,0.124695
511,1.1,ITERATING,0.4823,0.0562,10,10,0.678024,0.124695
512,1.1,ITERATING,0.4822,0.0561,10,10,0.678031,0.124724
513,1.1,ITERATING,0.4822,0.0561,10,10,0.67803,0.124724
514,1.1,ITERATING,0.4822,0.0561,10,10,0.67803,0.124724
515,1.1,ITERATING,0.482,0.0561,10,10,0.678037,0.124753
516,1.1,ITERATING,0.482,0.0561,10,10,0.678037,0.124752
517,1.1,ITERATING,0.482,0.0561,10,10,0.678037,0.124752
518,1.1,ITERATING,0.482,0.0561,10,10,0.678037,0.124752
519,1.1,ITERATING,0.482,0.0561,10,10,0.678037,0.124752
520,1.1,ITERATING,0.482,0.0561,10,10,0.678037,0.124752
521,1.1,ITERATING,0.482,0.0561,10,10,0.678037,0.124752
522,1.1,ITERATING,0.482,0.0561,10,10,0.678037,0.124752
523,1.1,ITERATING,0.482,0.0561,10,10,0.678037,0.124752
524,1.11,NEXT_STEP,0.4818,0.056,10,10,0.948893,-0.006048
525,1.11,ITERATING,0.4818,0.056,10,10,0.961479,0.093538
526,1.11,ITERATING,0.5739,0.0757,10,10,0.95945,0.077982
527,1.11,ITERATING,0.6604,0.0947,10,10,0.957169,0.060113
528,1.11,ITERATING,0.733,0.111,10,10,0.955213,0.044925
529,1.11,ITERATING,0.7925,0.1245,10,10,0.953598,0.032509
530,1.11,ITERATING,0.8409,0.1356,10,10,0.952278,0.022434
531,1.11,ITERATING,0.8799,0.1447,10,10,0.951208,0.014321
532,1.11,ITERATING,0.9109,0.1519,10,10,0.950356,0.007881
533,1.11,ITERATING,0.9358,0.1577,10,10,0.94967,0.002725
534,1.11,ITERATING,0.9555,0.1623,10,10,0.949129,-0.001337
535,1.11,ITERATING,0.971,0.166,10,10,0.9487,-0.004555
536,1.11,ITERATING,0.9833,0.1689,10,10,0.948361,-0.0071
537,1.11,ITERATING,0.9929,0.171,10,10,0.948102,-0.009078
538,1.11,ITERATING,1.0001,0.1726,10,10,0.947908,-0.010568
539,1.11,ITERATING,1.0059,0.1739,10,10,0.947752,-0.011772
540,1.11,ITERATING,1.0104,0.1748,10,10,0.947633,-0.012694
541,1.11,ITERATING,1.0139,0.1756,10,10,0.947539,-0.013427
542,1.11,ITERATING,1.0168,0.1762,10,10,0.947463,-0.014017
543,1.11,ITERATING,1.0189,0.1766,10,10,0.947406,-0.014469
544,1.11,ITERATING,1.0207,0.177,10,10,0.94736,-0.014829
545,1.11,ITERATING,1.022,0.1772,10,10,0.947326,-0.015099
546,1.11,ITERATING,1.023,0.1775,10,10,0.947298,-0.015322
547,1.11,ITERATING,1.0239,0.1777,10,10,0.947274,-0.015504
548,1.11,ITERATING,1.0246,0.1778,10,10,0.947258,-0.015637
549,1.11,ITERATING,1.025,0.1779,10,10,0.947247,-0.015726
550,1.11,ITERATING,1.0254,0.1779,10,10,0.947236,-0.015814
551,1.11,ITERATING,1.0258,0.178,10,10,0.947225,-0.015902
552,1.11,ITERATING,1.0261,0.1781,10,10,0.94722,-0.015946
553,1.11,ITERATING,1.0263,0.1781,10,10,0.947215,-0.01599
554,1.11,ITERATING,1.0263,0.1781,10,10,0.947215,-0.01599
555,1.11,ITERATING,1.0265,0.1781,10,10,0.947209,-0.016034
556,1.11,ITERATING,1.0265,0.1781,10,10,0.947209,-0.016034
557,1.11,ITERATING,1.0267,0.1782,10,10,0.947204,-0.016078
558,1.11,ITERATING,1.0267,0.1782,10,10,0.947204,-0.016078
559,1.11,ITERATING,1.0267,0.1782,10,10,0.947204,-0.016078
560,1.11,ITERATING,1.0267,0.1782,10,10,0.947204,-0.016078
561,1.11,ITERATING,1.0267,0.1782,10,10,0.947204,-0.016078
562,1.11,ITERATING,1.0269,0.1782,10,10,0.947198,-0.016122
563,1.11,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
564,1.11,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
565,1.11,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
566,1.11,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
567,1.11,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
568,1.11,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
569,1.11,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
570,1.11,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
571,1.12,NEXT_STEP,1.0269,0.1782,10,10,0.947199,-0.016122
572,1.12,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
573,1.13,NEXT_STEP,1.0269,0.1782,10,10,0.947199,-0.016122
574,1.13,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
575,1.14,NEXT_STEP,1.0269,0.1782,10,10,0.947199,-0.016122
576,1.14,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
577,1.15,NEXT_STEP,1.0269,0.1782,10,10,0.947199,-0.016122
578,1.15,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
579,1.16,NEXT_STEP,1.0269,0.1782,10,10,0.947199,-0.016122
580,1.16,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
581,1.17,NEXT_STEP,1.0269,0.1782,10,10,0.947199,-0.016122
582,1.17,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
583,1.18,NEXT_STEP,1.0269,0.1782,10,10,0.947199,-0.016122
584,1.18,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
585,1.19,NEXT_STEP,1.0269,0.1782,10,10,0.947199,-0.016122
586,1.2,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
587,1.2,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
588,1.21,NEXT_STEP,1.0269,0.1782,10,10,0.947199,-0.016122
589,1.21,ITERATING,1.0269,0.1782,10,10,0.947199,-0.016122
590,1.22,NEXT_STEP,1.0269,0.1782,10,10,0.947199,-0.016122
591,1.23,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
592,1.24,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
593,1.25,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
594,1.26,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
595,1.27,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
596,1.28,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
597,1.29,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
598,1.3,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
599,1.31,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
600,1.32,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
601,1.33,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
602,1.34,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
603,1.35,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
604,1.36,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
605,1.37,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
606,1.38,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
607,1.39,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
608,1.4,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
609,1.41,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
610,1.42,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
611,1.43,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
612,1.44,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
613,1.45,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
614,1.46,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
615,1.47,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
616,1.48,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
617,1.49,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
618,1.5,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
619,1.51,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
620,1.52,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
621,1.53,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
622,1.54,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
623,1.55,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
624,1.56,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
625,1.57,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
626,1.58,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
627,1.59,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
628,1.6,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
629,1.61,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
630,1.62,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
631,1.63,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
632,1.64,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
633,1.65,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
634,1.66,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
635,1.67,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
636,1.68,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
637,1.69,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
638,1.7,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
639,1.71,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
640,1.72,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
641,1.73,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
642,1.74,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
643,1.75,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
644,1.76,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
645,1.77,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
646,1.78,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
647,1.79,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
648,1.8,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
649,1.81,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
650,1.82,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
651,1.83,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
652,1.84,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
653,1.85,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
654,1.86,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
655,1.87,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
656,1.88,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
657,1.89,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
658,1.9,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
659,1.91,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
660,1.92,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
661,1.93,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
662,1.94,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
663,1.95,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
664,1.96,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
665,1.97,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
666,1.98,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
667,1.99,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
668,2.0,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
669,2.01,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
670,2.02,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
671,2.03,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
672,2.04,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
673,2.05,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
674,2.06,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
675,2.07,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
676,2.08,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
677,2.09,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
678,2.1,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
679,2.11,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
680,2.12,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
681,2.13,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
682,2.14,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
683,2.15,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
684,2.16,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
685,2.17,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
686,2.18,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
687,2.19,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
688,2.2,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
689,2.21,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
690,2.22,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
691,2.23,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
692,2.24,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
693,2.25,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
694,2.26,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
695,2.27,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
696,2.28,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
697,2.29,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
698,2.3,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
699,2.31,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
700,2.32,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
701,2.33,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
702,2.34,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
703,2.35,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
704,2.36,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
705,2.37,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
706,2.38,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
707,2.39,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
708,2.4,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
709,2.41,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
710,2.42,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
711,2.43,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
712,2.44,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
713,2.45,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
714,2.46,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
715,2.47,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
716,2.48,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
717,2.49,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
718,2.5,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
719,2.51,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
720,2.52,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
721,2.53,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
722,2.54,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
723,2.55,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
724,2.56,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
725,2.57,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
726,2.58,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
727,2.59,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
728,2.6,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
729,2.61,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
730,2.62,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
731,2.63,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
732,2.64,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
733,2.65,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
734,2.66,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
735,2.67,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
736,2.68,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
737,2.69,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
738,2.7,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
739,2.71,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
740,2.72,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
741,2.73,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
742,2.74,NEXT_STEP,1.0269,0.1782,0,10,0.947199,-0.016122
