t_granted,feeder,iter,state,vupdate,source_v_pu,source_ang_deg,dist_bus,vavg_pu,va_pu,vb_pu,vc_pu
2.83,1,1031,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.84,1,1033,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.85,1,1035,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.86,1,1037,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.87,1,1039,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.88,1,1041,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.89,1,1043,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.9,1,1045,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.91,1,1047,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.92,1,1049,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.93,1,1051,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.94,1,1053,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.95,1,1055,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.96,1,1057,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.97,1,1059,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.98,1,1061,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
2.99,1,1063,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.0,1,1065,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.01,1,1067,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.02,1,1069,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.03,1,1071,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.04,1,1073,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.05,1,1075,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.06,1,1077,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.07,1,1079,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.08,1,1081,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.09,1,1083,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.1,1,1085,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.11,1,1087,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.12,1,1089,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.13,1,1091,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.14,1,1093,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.15,1,1095,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.16,1,1097,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.17,1,1099,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.18,1,1101,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.19,1,1102,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.2,1,1104,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.21,1,1106,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.22,1,1108,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.23,1,1110,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.24,1,1112,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.25,1,1114,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.26,1,1116,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.27,1,1118,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.28,1,1120,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.29,1,1122,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.3,1,1124,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.31,1,1126,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.32,1,1128,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.33,1,1130,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.34,1,1132,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.35,1,1134,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.36,1,1136,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.37,1,1138,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.38,1,1140,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.39,1,1142,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.4,1,1144,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.41,1,1146,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.42,1,1148,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.43,1,1150,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.44,1,1152,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.45,1,1154,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.46,1,1156,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.47,1,1158,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.48,1,1160,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.49,1,1162,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.5,1,1163,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.51,1,1165,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.52,1,1167,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.53,1,1169,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.54,1,1171,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.55,1,1173,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.56,1,1175,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.57,1,1177,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.58,1,1179,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.59,1,1181,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.6,1,1183,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.61,1,1185,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.62,1,1187,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.63,1,1189,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.64,1,1191,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.65,1,1193,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.66,1,1195,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.67,1,1197,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.68,1,1199,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.69,1,1201,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.7,1,1203,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.71,1,1205,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.72,1,1207,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.73,1,1209,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.74,1,1211,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.75,1,1213,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.76,1,1215,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.77,1,1217,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.78,1,1219,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.79,1,1221,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.8,1,1223,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.81,1,1225,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.82,1,1227,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.83,1,1229,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.84,1,1231,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.85,1,1233,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.86,1,1235,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.87,1,1237,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.88,1,1239,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.89,1,1241,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.9,1,1243,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.91,1,1245,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.92,1,1247,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.93,1,1249,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.94,1,1251,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.95,1,1253,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.96,1,1255,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.97,1,1257,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.98,1,1259,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
3.99,1,1261,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.0,1,1263,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.01,1,1265,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.02,1,1267,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.03,1,1269,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.04,1,1271,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.05,1,1273,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.06,1,1275,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.07,1,1277,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.08,1,1279,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.09,1,1281,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.1,1,1283,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.11,1,1285,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.12,1,1287,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.13,1,1289,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.14,1,1291,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.15,1,1293,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.16,1,1295,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.17,1,1297,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.18,1,1299,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.19,1,1301,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.2,1,1303,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.21,1,1305,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.22,1,1307,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.23,1,1309,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.24,1,1311,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.25,1,1313,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.26,1,1315,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.27,1,1317,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.28,1,1319,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.29,1,1321,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.3,1,1323,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.31,1,1325,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.32,1,1327,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.33,1,1329,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.34,1,1331,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.35,1,1333,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.36,1,1335,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.37,1,1337,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.38,1,1339,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.39,1,1341,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.4,1,1343,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.41,1,1345,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.42,1,1347,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.43,1,1349,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.44,1,1351,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.45,1,1353,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.46,1,1355,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.47,1,1357,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.48,1,1359,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.49,1,1361,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.5,1,1363,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.51,1,1365,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.52,1,1367,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.53,1,1369,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.54,1,1371,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.55,1,1373,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.56,1,1375,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.57,1,1377,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.58,1,1379,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.59,1,1381,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.6,1,1383,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.61,1,1385,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.62,1,1387,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.63,1,1389,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.64,1,1391,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.65,1,1393,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.66,1,1395,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.67,1,1397,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.68,1,1399,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.69,1,1401,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.7,1,1403,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.71,1,1405,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.72,1,1407,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.73,1,1409,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.74,1,1411,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.75,1,1413,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.76,1,1415,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.77,1,1417,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.78,1,1419,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.79,1,1421,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.8,1,1423,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.81,1,1425,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.82,1,1427,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
4.83,1,1429,NEXT_STEP,False,0.947199,-0.923716,regxfmr_hvmv_sub_lsb,0.932001,0.932333,0.931983,0.931686
