iter,outer_iter,t_granted,cosim_dt,tx_tds_step,state,updated,P_total,Q_total,Vmag,Vang_rad,fault_idx,fault_bus,fault_active,fault_rf,fault_xf,fault_bus_vmag,fault_bus_vang_rad,event_line_idx,event_bus1,event_bus2,event_line_status,event_bus1_vmag,event_bus1_vang_rad,event_bus2_vmag,event_bus2_vang_rad,event_bus_angle_diff_deg,postfault_line_idx,postfault_bus1,postfault_bus2,postfault_line_status,delta_min_deg,delta_max_deg,delta_spread_deg,delta_min_idx,delta_min_bus,delta_max_idx,delta_max_bus,omega_min_pu,omega_max_pu,omega_max_dev,omega_min_idx,omega_min_bus,omega_max_idx,omega_max_bus,vf_min_pu,vf_max_pu,vf_min_idx,vf_min_bus,vf_max_idx,vf_max_bus
33,1,0.081,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801685192095,-0.17737350049251632,Fault_Interface,14,0.0,0.0,0.3,1.0086801685192095,-0.17737350049251632,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322651543885,1.9941163534700663,GENROU_5,8,GENROU_2,2
34,1,0.084,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.008680168152541,-0.17737350087066697,Fault_Interface,14,0.0,0.0,0.3,1.008680168152541,-0.17737350087066697,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322672426226,1.9941163785012745,GENROU_5,8,GENROU_2,2
35,1,0.08700000000000001,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801678051849,-0.17737350123480977,Fault_Interface,14,0.0,0.0,0.3,1.0086801678051849,-0.17737350123480977,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322694384676,1.9941164023943234,GENROU_5,8,GENROU_2,2
36,1,0.09000000000000001,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801674757737,-0.17737350158574258,Fault_Interface,14,0.0,0.0,0.3,1.0086801674757737,-0.17737350158574258,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322713603836,1.994116425165541,GENROU_5,8,GENROU_2,2
37,1,0.093,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.008680167164243,-0.1773735019236782,Fault_Interface,14,0.0,0.0,0.3,1.008680167164243,-0.1773735019236782,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322733740577,1.9941164468407127,GENROU_5,8,GENROU_2,2
38,1,0.096,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.008680166869411,-0.1773735022493656,Fault_Interface,14,0.0,0.0,0.3,1.008680166869411,-0.1773735022493656,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322751338274,1.9941164674526364,GENROU_5,8,GENROU_2,2
39,1,0.099,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801665911291,-0.1773735025629826,Fault_Interface,14,0.0,0.0,0.3,1.0086801665911291,-0.1773735025629826,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322769712942,1.9941164870389914,GENROU_5,8,GENROU_2,2
40,1,0.10200000000000001,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801663283156,-0.17737350286520087,Fault_Interface,14,0.0,0.0,0.3,1.0086801663283156,-0.17737350286520087,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322785752792,1.9941165056405918,GENROU_5,8,GENROU_2,2
41,1,0.10500000000000001,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801660811016,-0.17737350315592287,Fault_Interface,14,0.0,0.0,0.3,1.0086801660811016,-0.17737350315592287,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322802461355,1.9941165232999247,GENROU_5,8,GENROU_2,2
42,1,0.10800000000000001,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801658482116,-0.17737350343601838,Fault_Interface,14,0.0,0.0,0.3,1.0086801658482116,-0.17737350343601838,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322816975252,1.9941165400600094,GENROU_5,8,GENROU_2,2
43,1,0.111,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.00868016562951,-0.1773735037056426,Fault_Interface,14,0.0,0.0,0.3,1.00868016562951,-0.1773735037056426,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485432283213632,1.9941165559634744,GENROU_5,8,GENROU_2,2
44,1,0.114,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801654408513,-0.1773735039650705,Fault_Interface,14,0.0,0.0,0.3,1.0086801654408513,-0.1773735039650705,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322845355483,1.9941165710515119,GENROU_5,8,GENROU_2,2
45,1,0.117,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801652631743,-0.1773735042148468,Fault_Interface,14,0.0,0.0,0.3,1.0086801652631743,-0.1773735042148468,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322859164446,1.9941165853635028,GENROU_5,8,GENROU_2,2
46,1,0.12000000000000001,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.008680165097522,-0.17737350445523167,Fault_Interface,14,0.0,0.0,0.3,1.008680165097522,-0.17737350445523167,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485432287117453,1.994116598935697,GENROU_5,8,GENROU_2,2
47,1,0.12300000000000001,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801649429578,-0.17737350468618057,Fault_Interface,14,0.0,0.0,0.3,1.0086801649429578,-0.17737350468618057,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322883434374,1.9941166118015328,GENROU_5,8,GENROU_2,2
48,1,0.126,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801647999257,-0.17737350490847292,Fault_Interface,14,0.0,0.0,0.3,1.0086801647999257,-0.17737350490847292,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854322894365661,1.9941166239909274,GENROU_5,8,GENROU_2,2
49,1,0.129,0.003,0.03,NEXT_STEP,0,0.035802042098010634,0.017264708087835742,1.0086801646498238,-0.17737350512209119,Fault_Interface,14,0.0,0.0,0.3,1.0086801646498238,-0.17737350512209119,,,,,,,,,,,,,,10.9483158153533,63.35127118727221,52.40295537191891,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485432290348485,1.994116635531501,GENROU_5,8,GENROU_2,2
