t_granted,feeder,iter,state,vupdate,source_v_pu,source_ang_deg,dist_bus,vavg_pu,va_pu,vb_pu,vc_pu,vpos_pu,alert_signal,alert_bus,alert_v_pu,alert_vpos_pu,alert_vavg_pu,fidvr_stage,tx_v_pu,motor_p_scale,motor_q_scale,caps_status,caps_on,cap_fraction,tap_pu,restore_frac,thermal_restore_frac,motor_slip_avg,motor_slip_max,motor_pf_avg,motor_running_groups,motor_stalled_groups,motor_tripped_groups,motor_restoring_groups,dynamics_enabled,tap_reg1,tap_reg2,tap_reg3,cap1_state,cap1_enabled,cap2_state,cap2_enabled,fidvr_stage_effective
0.003,1,2,ITERATING,True,1.00867,-10.163594,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.006,1,4,ITERATING,True,1.00867,-10.163597,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.009,1,6,ITERATING,True,1.00867,-10.163597,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.012,1,8,ITERATING,True,1.00867,-10.163597,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.015,1,10,ITERATING,True,1.00867,-10.163597,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.018,1,12,ITERATING,True,1.00867,-10.163597,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.021,1,14,ITERATING,True,1.00867,-10.163597,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.024,1,16,ITERATING,True,1.00867,-10.163597,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.027,1,18,ITERATING,True,1.00867,-10.163597,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.03,1,20,ITERATING,True,1.00867,-10.163597,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.033,1,22,ITERATING,True,1.00867,-10.163597,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.036,1,24,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.039,1,26,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.042,1,28,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.045,1,30,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.048,1,32,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.051,1,34,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.054,1,36,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.057,1,38,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.06,1,40,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.063,1,42,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.066,1,44,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.069,1,46,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.072,1,48,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.075,1,50,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.078,1,52,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.081,1,54,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.084,1,56,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.087,1,58,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.09,1,60,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.093,1,62,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.096,1,64,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.099,1,66,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.102,1,68,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.105,1,70,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.108,1,72,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.111,1,74,ITERATING,True,1.00867,-10.163598,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.114,1,76,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.117,1,78,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.12,1,80,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.123,1,82,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.126,1,84,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.129,1,86,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.132,1,88,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.135,1,90,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.138,1,92,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.141,1,94,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.144,1,96,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.147,1,98,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.15,1,100,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.153,1,102,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.156,1,104,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.159,1,106,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.162,1,108,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.165,1,110,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.168,1,112,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.171,1,114,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.174,1,116,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.177,1,118,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.18,1,120,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.183,1,122,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.186,1,124,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.189,1,126,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.192,1,128,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.195,1,130,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.198,1,132,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.201,1,133,NEXT_STEP,False,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.204,1,135,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.207,1,137,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.21,1,138,NEXT_STEP,False,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.213,1,140,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.216,1,141,NEXT_STEP,False,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.219,1,143,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.222,1,145,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.225,1,147,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.228,1,148,NEXT_STEP,False,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.231,1,150,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.234,1,151,NEXT_STEP,False,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.237,1,153,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.24,1,154,NEXT_STEP,False,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.243,1,156,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.246,1,157,NEXT_STEP,False,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.249,1,159,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.252,1,161,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.255,1,163,ITERATING,True,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
0.258,1,164,NEXT_STEP,False,1.00867,-10.163599,675,1.003569,0.986093,1.051991,0.972623,1.00333,dist_bus,675,1.00333,1.00333,1.003569,BASELINE,1.00867,1.0,1.0,on,True,1.0,1.05,1.0,0.0,,,,12,0,0,0,False,1.05625,1.0375,1.05625,on,True,on,True,BASELINE
