t_granted,feeder,iter,state,vupdate,source_v_pu,source_ang_deg,dist_bus,vavg_pu,va_pu,vb_pu,vc_pu,vpos_pu,alert_signal,alert_bus,alert_v_pu,alert_vpos_pu,alert_vavg_pu,fidvr_stage,tx_v_pu,motor_p_scale,motor_q_scale,caps_on,cap_fraction,tap_pu,restore_frac,motor_slip_avg,motor_slip_max,motor_pf_avg,motor_running_groups,motor_stalled_groups,motor_tripped_groups,motor_restoring_groups,dynamics_enabled,tap_reg1,tap_reg2,tap_reg3
4.075,1,789,ITERATING,True,1.030026,-2.088775,650,1.02987,1.029844,1.029902,1.029864,1.02987,dist_bus,650,1.02987,1.02987,1.02987,DISABLED,1.030026,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.08,1,790,NEXT_STEP,True,1.030026,-2.08851,650,1.02987,1.029844,1.029902,1.029864,1.02987,dist_bus,650,1.02987,1.02987,1.02987,DISABLED,1.030026,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.1,1,792,ITERATING,True,1.030024,-2.087449,650,1.029868,1.029842,1.0299,1.029862,1.029868,dist_bus,650,1.029868,1.029868,1.029868,DISABLED,1.030024,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.105,1,793,NEXT_STEP,True,1.030024,-2.087183,650,1.029868,1.029842,1.0299,1.029862,1.029868,dist_bus,650,1.029868,1.029868,1.029868,DISABLED,1.030024,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.125,1,795,ITERATING,True,1.030023,-2.086119,650,1.029867,1.029841,1.029899,1.029861,1.029867,dist_bus,650,1.029867,1.029867,1.029867,DISABLED,1.030023,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.13,1,796,NEXT_STEP,True,1.030023,-2.085852,650,1.029867,1.029841,1.029899,1.029861,1.029867,dist_bus,650,1.029867,1.029867,1.029867,DISABLED,1.030023,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.15,1,798,ITERATING,True,1.030021,-2.084786,650,1.029865,1.029839,1.029897,1.029859,1.029865,dist_bus,650,1.029865,1.029865,1.029865,DISABLED,1.030021,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.155,1,799,NEXT_STEP,True,1.030021,-2.08452,650,1.029865,1.029839,1.029897,1.029859,1.029865,dist_bus,650,1.029865,1.029865,1.029865,DISABLED,1.030021,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.175,1,801,ITERATING,True,1.03002,-2.083455,650,1.029864,1.029838,1.029896,1.029858,1.029864,dist_bus,650,1.029864,1.029864,1.029864,DISABLED,1.03002,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.18,1,802,NEXT_STEP,True,1.03002,-2.083189,650,1.029864,1.029838,1.029896,1.029858,1.029864,dist_bus,650,1.029864,1.029864,1.029864,DISABLED,1.03002,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.2,1,804,ITERATING,True,1.030018,-2.082126,650,1.029862,1.029836,1.029894,1.029856,1.029862,dist_bus,650,1.029862,1.029862,1.029862,DISABLED,1.030018,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.205,1,805,NEXT_STEP,True,1.030018,-2.08186,650,1.029862,1.029836,1.029894,1.029856,1.029862,dist_bus,650,1.029862,1.029862,1.029862,DISABLED,1.030018,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.225,1,807,ITERATING,True,1.030017,-2.080802,650,1.029861,1.029835,1.029893,1.029855,1.029861,dist_bus,650,1.029861,1.029861,1.029861,DISABLED,1.030017,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.23,1,808,NEXT_STEP,True,1.030017,-2.080538,650,1.029861,1.029835,1.029893,1.029855,1.029861,dist_bus,650,1.029861,1.029861,1.029861,DISABLED,1.030017,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.25,1,810,ITERATING,True,1.030016,-2.079485,650,1.02986,1.029834,1.029892,1.029854,1.02986,dist_bus,650,1.02986,1.02986,1.02986,DISABLED,1.030016,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.255,1,811,NEXT_STEP,True,1.030016,-2.079222,650,1.02986,1.029834,1.029892,1.029854,1.02986,dist_bus,650,1.02986,1.02986,1.02986,DISABLED,1.030016,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.275,1,813,ITERATING,True,1.030015,-2.078177,650,1.029859,1.029833,1.029891,1.029853,1.029859,dist_bus,650,1.029859,1.029859,1.029859,DISABLED,1.030015,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.28,1,814,NEXT_STEP,True,1.030014,-2.077916,650,1.029858,1.029832,1.02989,1.029852,1.029858,dist_bus,650,1.029858,1.029858,1.029858,DISABLED,1.030014,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.3,1,816,ITERATING,True,1.030014,-2.076879,650,1.029858,1.029832,1.02989,1.029852,1.029858,dist_bus,650,1.029858,1.029858,1.029858,DISABLED,1.030014,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.305,1,817,NEXT_STEP,True,1.030013,-2.076621,650,1.029857,1.029831,1.029889,1.029851,1.029857,dist_bus,650,1.029857,1.029857,1.029857,DISABLED,1.030013,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.325,1,819,ITERATING,True,1.030013,-2.075593,650,1.029857,1.029831,1.029889,1.029851,1.029857,dist_bus,650,1.029857,1.029857,1.029857,DISABLED,1.030013,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.33,1,820,NEXT_STEP,True,1.030013,-2.075337,650,1.029857,1.029831,1.029889,1.029851,1.029857,dist_bus,650,1.029857,1.029857,1.029857,DISABLED,1.030013,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.35,1,822,ITERATING,True,1.030012,-2.07432,650,1.029856,1.02983,1.029888,1.02985,1.029856,dist_bus,650,1.029856,1.029856,1.029856,DISABLED,1.030012,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.355,1,823,NEXT_STEP,True,1.030012,-2.074067,650,1.029856,1.02983,1.029888,1.02985,1.029856,dist_bus,650,1.029856,1.029856,1.029856,DISABLED,1.030012,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.375,1,825,ITERATING,True,1.030012,-2.073061,650,1.029856,1.02983,1.029888,1.02985,1.029856,dist_bus,650,1.029856,1.029856,1.029856,DISABLED,1.030012,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.38,1,826,NEXT_STEP,True,1.030011,-2.072811,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.4,1,828,ITERATING,True,1.030011,-2.071817,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.405,1,829,NEXT_STEP,True,1.030011,-2.07157,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.425,1,831,ITERATING,True,1.030011,-2.070588,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.43,1,832,NEXT_STEP,True,1.030011,-2.070344,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.45,1,834,ITERATING,True,1.030011,-2.069374,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.455,1,835,NEXT_STEP,True,1.030011,-2.069133,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.475,1,837,ITERATING,True,1.03001,-2.068176,650,1.029854,1.029828,1.029886,1.029848,1.029854,dist_bus,650,1.029854,1.029854,1.029854,DISABLED,1.03001,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.48,1,838,NEXT_STEP,True,1.03001,-2.067938,650,1.029854,1.029828,1.029886,1.029848,1.029854,dist_bus,650,1.029854,1.029854,1.029854,DISABLED,1.03001,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.5,1,840,ITERATING,True,1.03001,-2.066992,650,1.029854,1.029828,1.029886,1.029848,1.029854,dist_bus,650,1.029854,1.029854,1.029854,DISABLED,1.03001,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.505,1,841,NEXT_STEP,True,1.03001,-2.066757,650,1.029854,1.029828,1.029886,1.029848,1.029854,dist_bus,650,1.029854,1.029854,1.029854,DISABLED,1.03001,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.525,1,843,ITERATING,True,1.030011,-2.065823,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.53,1,844,NEXT_STEP,True,1.030011,-2.065592,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.55,1,846,ITERATING,True,1.030011,-2.064669,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.555,1,847,NEXT_STEP,True,1.030011,-2.06444,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.575,1,849,ITERATING,True,1.030011,-2.063528,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.58,1,850,NEXT_STEP,True,1.030011,-2.063302,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.6,1,852,ITERATING,True,1.030011,-2.062401,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.605,1,853,NEXT_STEP,True,1.030011,-2.062177,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.625,1,855,ITERATING,True,1.030011,-2.061285,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.63,1,856,NEXT_STEP,True,1.030011,-2.061064,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.65,1,858,ITERATING,True,1.030011,-2.060182,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.655,1,859,NEXT_STEP,True,1.030011,-2.059963,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.675,1,861,ITERATING,True,1.030011,-2.059089,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.68,1,862,NEXT_STEP,True,1.030011,-2.058872,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.7,1,864,ITERATING,True,1.030011,-2.058008,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.705,1,865,NEXT_STEP,True,1.030011,-2.057792,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.725,1,867,ITERATING,True,1.030011,-2.056936,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.73,1,868,NEXT_STEP,True,1.030011,-2.056722,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.75,1,870,ITERATING,True,1.030011,-2.055873,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.755,1,871,NEXT_STEP,True,1.030011,-2.055662,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.775,1,873,ITERATING,True,1.030011,-2.054819,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.78,1,874,NEXT_STEP,True,1.030011,-2.05461,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.8,1,876,ITERATING,True,1.030011,-2.053775,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.805,1,877,NEXT_STEP,True,1.030011,-2.053567,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.825,1,879,ITERATING,True,1.030011,-2.052739,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.83,1,880,NEXT_STEP,True,1.030011,-2.052533,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.85,1,882,ITERATING,True,1.030011,-2.051712,650,1.029855,1.029829,1.029887,1.029849,1.029855,dist_bus,650,1.029855,1.029855,1.029855,DISABLED,1.030011,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.855,1,883,NEXT_STEP,True,1.03001,-2.051507,650,1.029854,1.029828,1.029886,1.029848,1.029854,dist_bus,650,1.029854,1.029854,1.029854,DISABLED,1.03001,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.875,1,885,ITERATING,True,1.03001,-2.050693,650,1.029854,1.029828,1.029886,1.029848,1.029854,dist_bus,650,1.029854,1.029854,1.029854,DISABLED,1.03001,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.88,1,886,NEXT_STEP,True,1.03001,-2.05049,650,1.029854,1.029828,1.029886,1.029848,1.029854,dist_bus,650,1.029854,1.029854,1.029854,DISABLED,1.03001,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.9,1,888,ITERATING,True,1.03001,-2.049683,650,1.029854,1.029828,1.029886,1.029848,1.029854,dist_bus,650,1.029854,1.029854,1.029854,DISABLED,1.03001,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.905,1,889,NEXT_STEP,True,1.03001,-2.049482,650,1.029854,1.029828,1.029886,1.029848,1.029854,dist_bus,650,1.029854,1.029854,1.029854,DISABLED,1.03001,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.925,1,891,ITERATING,True,1.030009,-2.048683,650,1.029853,1.029827,1.029885,1.029847,1.029853,dist_bus,650,1.029853,1.029853,1.029853,DISABLED,1.030009,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.93,1,892,NEXT_STEP,True,1.030009,-2.048483,650,1.029853,1.029827,1.029885,1.029847,1.029853,dist_bus,650,1.029853,1.029853,1.029853,DISABLED,1.030009,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.95,1,894,ITERATING,True,1.030009,-2.047691,650,1.029853,1.029827,1.029885,1.029847,1.029853,dist_bus,650,1.029853,1.029853,1.029853,DISABLED,1.030009,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.955,1,895,NEXT_STEP,True,1.030009,-2.047494,650,1.029853,1.029827,1.029885,1.029847,1.029853,dist_bus,650,1.029853,1.029853,1.029853,DISABLED,1.030009,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.975,1,897,ITERATING,True,1.030008,-2.04671,650,1.029852,1.029826,1.029884,1.029846,1.029852,dist_bus,650,1.029852,1.029852,1.029852,DISABLED,1.030008,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
4.98,1,898,NEXT_STEP,True,1.030008,-2.046515,650,1.029852,1.029826,1.029884,1.029846,1.029852,dist_bus,650,1.029852,1.029852,1.029852,DISABLED,1.030008,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.0,1,900,ITERATING,True,1.030007,-2.045738,650,1.029851,1.029825,1.029883,1.029845,1.029851,dist_bus,650,1.029851,1.029851,1.029851,DISABLED,1.030007,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.005,1,901,NEXT_STEP,True,1.030007,-2.045545,650,1.029851,1.029825,1.029883,1.029845,1.029851,dist_bus,650,1.029851,1.029851,1.029851,DISABLED,1.030007,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.025,1,903,ITERATING,True,1.030007,-2.044778,650,1.029851,1.029825,1.029883,1.029845,1.029851,dist_bus,650,1.029851,1.029851,1.029851,DISABLED,1.030007,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.03,1,904,NEXT_STEP,True,1.030007,-2.044587,650,1.029851,1.029825,1.029883,1.029845,1.029851,dist_bus,650,1.029851,1.029851,1.029851,DISABLED,1.030007,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.05,1,906,ITERATING,True,1.030006,-2.043829,650,1.02985,1.029824,1.029882,1.029844,1.02985,dist_bus,650,1.02985,1.02985,1.02985,DISABLED,1.030006,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.055,1,907,NEXT_STEP,True,1.030006,-2.04364,650,1.02985,1.029824,1.029882,1.029844,1.02985,dist_bus,650,1.02985,1.02985,1.02985,DISABLED,1.030006,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.075,1,909,ITERATING,True,1.030006,-2.042892,650,1.02985,1.029824,1.029882,1.029844,1.02985,dist_bus,650,1.02985,1.02985,1.02985,DISABLED,1.030006,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.08,1,910,NEXT_STEP,True,1.030005,-2.042706,650,1.029849,1.029823,1.029881,1.029843,1.029849,dist_bus,650,1.029849,1.029849,1.029849,DISABLED,1.030005,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.1,1,912,ITERATING,True,1.030005,-2.041967,650,1.029849,1.029823,1.029881,1.029843,1.029849,dist_bus,650,1.029849,1.029849,1.029849,DISABLED,1.030005,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.105,1,913,NEXT_STEP,True,1.030005,-2.041783,650,1.029849,1.029823,1.029881,1.029843,1.029849,dist_bus,650,1.029849,1.029849,1.029849,DISABLED,1.030005,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.125,1,915,ITERATING,True,1.030004,-2.041055,650,1.029848,1.029822,1.02988,1.029842,1.029848,dist_bus,650,1.029848,1.029848,1.029848,DISABLED,1.030004,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.13,1,916,NEXT_STEP,True,1.030004,-2.040874,650,1.029848,1.029822,1.02988,1.029842,1.029848,dist_bus,650,1.029848,1.029848,1.029848,DISABLED,1.030004,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.15,1,918,ITERATING,True,1.030004,-2.040156,650,1.029848,1.029822,1.02988,1.029842,1.029848,dist_bus,650,1.029848,1.029848,1.029848,DISABLED,1.030004,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.155,1,919,NEXT_STEP,True,1.030004,-2.039978,650,1.029848,1.029822,1.02988,1.029842,1.029848,dist_bus,650,1.029848,1.029848,1.029848,DISABLED,1.030004,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.175,1,921,ITERATING,True,1.030003,-2.039272,650,1.029847,1.029821,1.029879,1.029841,1.029847,dist_bus,650,1.029847,1.029847,1.029847,DISABLED,1.030003,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.18,1,922,NEXT_STEP,True,1.030003,-2.039096,650,1.029847,1.029821,1.029879,1.029841,1.029847,dist_bus,650,1.029847,1.029847,1.029847,DISABLED,1.030003,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.2,1,924,ITERATING,True,1.030003,-2.038402,650,1.029847,1.029821,1.029879,1.029841,1.029847,dist_bus,650,1.029847,1.029847,1.029847,DISABLED,1.030003,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.205,1,925,NEXT_STEP,True,1.030003,-2.038229,650,1.029847,1.029821,1.029879,1.029841,1.029847,dist_bus,650,1.029847,1.029847,1.029847,DISABLED,1.030003,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.225,1,927,ITERATING,True,1.030002,-2.037546,650,1.029846,1.02982,1.029878,1.02984,1.029846,dist_bus,650,1.029846,1.029846,1.029846,DISABLED,1.030002,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.23,1,928,NEXT_STEP,True,1.030002,-2.037377,650,1.029846,1.02982,1.029878,1.02984,1.029846,dist_bus,650,1.029846,1.029846,1.029846,DISABLED,1.030002,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.25,1,930,ITERATING,True,1.030002,-2.036706,650,1.029846,1.02982,1.029878,1.02984,1.029846,dist_bus,650,1.029846,1.029846,1.029846,DISABLED,1.030002,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.255,1,931,NEXT_STEP,True,1.030002,-2.036539,650,1.029846,1.02982,1.029878,1.02984,1.029846,dist_bus,650,1.029846,1.029846,1.029846,DISABLED,1.030002,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.275,1,933,ITERATING,True,1.030002,-2.035881,650,1.029846,1.02982,1.029878,1.02984,1.029846,dist_bus,650,1.029846,1.029846,1.029846,DISABLED,1.030002,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
5.28,1,934,NEXT_STEP,True,1.030002,-2.035718,650,1.029846,1.02982,1.029878,1.02984,1.029846,dist_bus,650,1.029846,1.029846,1.029846,DISABLED,1.030002,1.0,1.0,True,1.0,1.05,1.0,,,,0,0,0,0,False,1.05625,1.0375,1.05625
