iter,outer_iter,t_granted,cosim_dt,tx_tds_step,state,updated,P_total,Q_total,Vmag,Vang_rad,fault_idx,fault_bus,fault_active,fault_rf,fault_xf,fault_bus_vmag,fault_bus_vang_rad,event_line_idx,event_bus1,event_bus2,event_line_status,event_bus1_vmag,event_bus1_vang_rad,event_bus2_vmag,event_bus2_vang_rad,event_bus_angle_diff_deg,postfault_line_idx,postfault_bus1,postfault_bus2,postfault_line_status,delta_min_deg,delta_max_deg,delta_spread_deg,delta_min_idx,delta_min_bus,delta_max_idx,delta_max_bus,omega_min_pu,omega_max_pu,omega_max_dev,omega_min_idx,omega_min_bus,omega_max_idx,omega_max_bus,vf_min_pu,vf_max_pu,vf_min_idx,vf_min_bus,vf_max_idx,vf_max_bus,omega_GENROU_1_pu,omega_GENROU_1_bus,omega_GENROU_2_pu,omega_GENROU_2_bus,omega_GENROU_3_pu,omega_GENROU_3_bus,omega_GENROU_4_pu,omega_GENROU_4_bus,omega_GENROU_5_pu,omega_GENROU_5_bus
153,1,0.432,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703683070704,-0.1773882608995355,Fault_Interface,14,0.0,0.0,0.3,1.0086703683070704,-0.1773882608995355,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504295611166,1.9941463776972064,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
154,1,0.435,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.008670368452819,-0.1773882608995355,Fault_Interface,14,0.0,0.0,0.3,1.008670368452819,-0.1773882608995355,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504292643531,1.9941463729977325,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
155,1,0.438,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703685836185,-0.1773882607466748,Fault_Interface,14,0.0,0.0,0.3,1.0086703685836185,-0.1773882607466748,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504289852628,1.9941463681580676,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
156,1,0.441,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.00867036871933,-0.1773882607466748,Fault_Interface,14,0.0,0.0,0.3,1.00867036871933,-0.1773882607466748,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504283374397,1.9941463632590268,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
157,1,0.444,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703688627872,-0.1773882606010893,Fault_Interface,14,0.0,0.0,0.3,1.0086703688627872,-0.1773882606010893,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504280444556,1.994146358281943,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
158,1,0.447,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703689891392,-0.1773882606010893,Fault_Interface,14,0.0,0.0,0.3,1.0086703689891392,-0.1773882606010893,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450427659027,1.9941463532954948,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
159,1,0.45,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703691325092,-0.177388260441916,Fault_Interface,14,0.0,0.0,0.3,1.0086703691325092,-0.177388260441916,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504272942894,1.9941463485907187,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
160,1,0.453,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.008670369261846,-0.177388260441916,Fault_Interface,14,0.0,0.0,0.3,1.008670369261846,-0.177388260441916,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504269745237,1.9941463441814689,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
161,1,0.456,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703694038872,-0.1773882602917334,Fault_Interface,14,0.0,0.0,0.3,1.0086703694038872,-0.1773882602917334,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504263444186,1.994146339629259,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
162,1,0.459,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703695364472,-0.1773882602917334,Fault_Interface,14,0.0,0.0,0.3,1.0086703695364472,-0.1773882602917334,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504260196693,1.9941463349591235,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
163,1,0.462,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703696767916,-0.1773882601496215,Fault_Interface,14,0.0,0.0,0.3,1.0086703696767916,-0.1773882601496215,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504256341463,1.9941463301606015,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
164,1,0.465,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703698001782,-0.1773882601496215,Fault_Interface,14,0.0,0.0,0.3,1.0086703698001782,-0.1773882601496215,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450425289828,1.9941463253128668,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
165,1,0.468,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703698001782,-0.1773882600152432,Fault_Interface,14,0.0,0.0,0.3,1.0086703698001782,-0.1773882600152432,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504249704257,1.9941463207207768,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
166,1,0.471,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.008670370038036,-0.1773882600152432,Fault_Interface,14,0.0,0.0,0.3,1.008670370038036,-0.1773882600152432,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504245448106,1.994146316404827,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
167,1,0.474,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703701781632,-0.1773882598599702,Fault_Interface,14,0.0,0.0,0.3,1.0086703701781632,-0.1773882598599702,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504241450617,1.994146311929368,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
168,1,0.477,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703703089073,-0.1773882598599702,Fault_Interface,14,0.0,0.0,0.3,1.0086703703089073,-0.1773882598599702,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450423706061,1.9941463073236745,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
169,1,0.48,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703704167694,-0.1773882597274697,Fault_Interface,14,0.0,0.0,0.3,1.0086703704167694,-0.1773882597274697,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504233065606,1.994146302584368,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
170,1,0.483,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.008670370556142,-0.1773882597274697,Fault_Interface,14,0.0,0.0,0.3,1.008670370556142,-0.1773882597274697,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450422821859,1.9941462977931772,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
171,1,0.486,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703706944171,-0.1773882595744647,Fault_Interface,14,0.0,0.0,0.3,1.0086703706944171,-0.1773882595744647,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450422656046,1.9941462932564575,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
172,1,0.489,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703708314286,-0.1773882595744647,Fault_Interface,14,0.0,0.0,0.3,1.0086703708314286,-0.1773882595744647,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504222140776,1.9941462889953685,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
173,1,0.492,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703708314286,-0.177388259445549,Fault_Interface,14,0.0,0.0,0.3,1.0086703708314286,-0.177388259445549,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504217907694,1.9941462845832767,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
174,1,0.495,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703710344158,-0.177388259445549,Fault_Interface,14,0.0,0.0,0.3,1.0086703710344158,-0.177388259445549,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504212791515,1.994146280048578,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
175,1,0.498,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703711715546,-0.1773882593082918,Fault_Interface,14,0.0,0.0,0.3,1.0086703711715546,-0.1773882593082918,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450421025952,1.9941462753894392,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
176,1,0.501,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703713077974,-0.1773882593082918,Fault_Interface,14,0.0,0.0,0.3,1.0086703713077974,-0.1773882593082918,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504207479855,1.9941462706857047,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
177,1,0.504,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703714204166,-0.1773882591805007,Fault_Interface,14,0.0,0.0,0.3,1.0086703714204166,-0.1773882591805007,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504204842636,1.994146266236115,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
178,1,0.507,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703715382976,-0.1773882591805007,Fault_Interface,14,0.0,0.0,0.3,1.0086703715382976,-0.1773882591805007,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.48545041986717,1.9941462620611627,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
179,1,0.51,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703716728296,-0.1773882590314499,Fault_Interface,14,0.0,0.0,0.3,1.0086703716728296,-0.1773882590314499,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450419526559,1.994146257745711,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
180,1,0.513,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.008670371798031,-0.1773882590314499,Fault_Interface,14,0.0,0.0,0.3,1.008670371798031,-0.1773882590314499,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504192070015,1.9941462533168717,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
181,1,0.516,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.008670371798031,-0.1773882589306568,Fault_Interface,14,0.0,0.0,0.3,1.008670371798031,-0.1773882589306568,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450418771546,1.9941462490893984,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
182,1,0.519,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703720079526,-0.1773882589306568,Fault_Interface,14,0.0,0.0,0.3,1.0086703720079526,-0.1773882589306568,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504186549633,1.994146245094478,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
183,1,0.522,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703721410897,-0.1773882587838792,Fault_Interface,14,0.0,0.0,0.3,1.0086703721410897,-0.1773882587838792,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504183966637,1.994146240916899,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
184,1,0.525,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703722536416,-0.1773882587838792,Fault_Interface,14,0.0,0.0,0.3,1.0086703722536416,-0.1773882587838792,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504182646544,1.994146236591968,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
185,1,0.528,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703723626842,-0.1773882586450424,Fault_Interface,14,0.0,0.0,0.3,1.0086703723626842,-0.1773882586450424,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504177093868,1.9941462324472832,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
186,1,0.531,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703724772177,-0.1773882586450424,Fault_Interface,14,0.0,0.0,0.3,1.0086703724772177,-0.1773882586450424,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450417366274,1.994146228520037,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
187,1,0.534,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703725773611,-0.1773882585139018,Fault_Interface,14,0.0,0.0,0.3,1.0086703725773611,-0.1773882585139018,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450417031951,1.9941462243967103,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
188,1,0.537,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703726854072,-0.1773882585139018,Fault_Interface,14,0.0,0.0,0.3,1.0086703726854072,-0.1773882585139018,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450416611921,1.994146220116364,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
189,1,0.54,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703728077069,-0.1773882583626699,Fault_Interface,14,0.0,0.0,0.3,1.0086703728077069,-0.1773882583626699,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450416504782,1.994146216011308,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
190,1,0.543,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703728077069,-0.1773882583626699,Fault_Interface,14,0.0,0.0,0.3,1.0086703728077069,-0.1773882583626699,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450416274177,1.994146212121843,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
191,1,0.546,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.008670373022185,-0.1773882582546607,Fault_Interface,14,0.0,0.0,0.3,1.008670373022185,-0.1773882582546607,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504158966595,1.994146208040158,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
192,1,0.549,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.008670373022185,-0.1773882582546607,Fault_Interface,14,0.0,0.0,0.3,1.008670373022185,-0.1773882582546607,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450415351815,1.9941462038065147,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
193,1,0.552,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703731837643,-0.1773882581362531,Fault_Interface,14,0.0,0.0,0.3,1.0086703731837643,-0.1773882581362531,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504151282129,1.9941461997511831,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
194,1,0.555,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.008670373307137,-0.1773882581362531,Fault_Interface,14,0.0,0.0,0.3,1.008670373307137,-0.1773882581362531,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504147270164,1.994146195914413,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
195,1,0.558,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703734134774,-0.177388257987307,Fault_Interface,14,0.0,0.0,0.3,1.0086703734134774,-0.177388257987307,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504149170142,1.994146191899805,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
196,1,0.561,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703734134774,-0.177388257987307,Fault_Interface,14,0.0,0.0,0.3,1.0086703734134774,-0.177388257987307,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504145178986,1.9941461877457511,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
197,1,0.5640000000000001,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703736160094,-0.1773882578503599,Fault_Interface,14,0.0,0.0,0.3,1.0086703736160094,-0.1773882578503599,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450414397685,1.9941461837737315,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
198,1,0.5670000000000001,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703737435745,-0.1773882578503599,Fault_Interface,14,0.0,0.0,0.3,1.0086703737435745,-0.1773882578503599,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504138206948,1.9941461800214293,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
199,1,0.5700000000000001,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703737435745,-0.1773882577247492,Fault_Interface,14,0.0,0.0,0.3,1.0086703737435745,-0.1773882577247492,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450413516611,1.9941461764271151,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
200,1,0.5730000000000001,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703739353915,-0.1773882577247492,Fault_Interface,14,0.0,0.0,0.3,1.0086703739353915,-0.1773882577247492,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.48545041304531,1.994146172979261,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
201,1,0.5760000000000001,0.003,0.03,NEXT_STEP,0,0.0358463223064453,0.0172869914641558,1.0086703740529417,-0.1773882576046903,Fault_Interface,14,0.0,0.0,0.3,1.0086703740529417,-0.1773882576046903,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504127933787,1.99414616928178,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
203,2,0.5790000000000001,0.003,0.03,NEXT_STEP,0,0.0358463223073827,0.0172869914647327,1.0086703741538705,-0.1773882576046903,Fault_Interface,14,0.0,0.0,0.3,1.0086703741538705,-0.1773882576046903,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.485450412418066,1.9941461653836856,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
205,2,0.5820000000000001,0.003,0.03,NEXT_STEP,1,0.0358463223064373,0.0172869914641466,1.0086703741538705,-0.1773882574811438,Fault_Interface,14,0.0,0.0,0.3,1.0086703741538705,-0.1773882574811438,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504125629229,1.9941461616212504,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
207,2,0.5850000000000001,0.003,0.03,NEXT_STEP,0,0.0358463223064505,0.0172869914641516,1.0086703743238057,-0.1773882574811438,Fault_Interface,14,0.0,0.0,0.3,1.0086703743238057,-0.1773882574811438,,,,,,,,,,,,,,10.947320231857905,63.35299760041254,52.40567736855464,GENROU_4,6,GENROU_1,1,1.0,1.0,0.0,GENROU_1,1,GENROU_1,1,1.4854504120009375,1.9941461580411373,GENROU_5,8,GENROU_2,2,1.0,1,1.0,2,1.0,3,1.0,6,1.0,8
