mode_index,real_part,imag_part,freq_hz,damping_ratio,stability
72,-7.538239837442359,16.624865430477268,2.6459295114980277,0.412962055404001,stable
73,-7.538239837442359,-16.624865430477268,2.6459295114980277,0.412962055404001,stable
70,-7.540654314095958,16.559465074754392,2.6355207216047636,0.4144234253804317,stable
71,-7.540654314095958,-16.559465074754392,2.6355207216047636,0.4144234253804317,stable
99,-7.56926353999255,14.677767819868887,2.3360393020872854,0.4583388571605762,stable
100,-7.56926353999255,-14.677767819868887,2.3360393020872854,0.4583388571605762,stable
101,-7.684637630651539,14.019206331180154,2.2312259858325163,0.4806732274748563,stable
102,-7.684637630651539,-14.019206331180154,2.2312259858325163,0.4806732274748563,stable
136,-7.696027519859296,0.0,0.0,1.0,stable
106,-7.861806763183836,14.780731053057107,2.352426409605914,0.46959973988073345,stable
107,-7.861806763183836,-14.780731053057107,2.352426409605914,0.46959973988073345,stable
103,-8.649562453056461,12.532501653957977,1.9946095875347662,0.5680203186148941,stable
104,-8.649562453056461,-12.532501653957977,1.9946095875347662,0.5680203186148941,stable
131,-8.683383154890612,0.0,0.0,1.0,stable
84,-9.032382973147996,13.212489702356548,2.1028330466808094,0.5643544055136861,stable
85,-9.032382973147996,-13.212489702356548,2.1028330466808094,0.5643544055136861,stable
119,-9.536085447760826,0.0,0.0,1.0,stable
122,-9.731741244774232,0.0,0.0,1.0,stable
123,-9.816963057333384,0.0,0.0,1.0,stable
124,-10.131054913586926,0.0,0.0,1.0,stable
129,-10.448510896245866,0.0,0.0,1.0,stable
130,-10.45336519164611,0.0,0.0,1.0,stable
128,-10.478636581742494,0.0,0.0,1.0,stable
127,-10.841317069657777,0.0,0.0,1.0,stable
126,-10.883866272071693,0.0,0.0,1.0,stable
125,-10.929072015025959,0.0,0.0,1.0,stable
121,-11.219938266115122,0.0,0.0,1.0,stable
120,-11.285329566306627,0.0,0.0,1.0,stable
45,-21.47801101504435,0.0,0.0,1.0,stable
44,-23.84673237560333,0.0,0.0,1.0,stable
64,-25.634953004983302,0.0,0.0,1.0,stable
65,-27.529836000730832,0.0,0.0,1.0,stable
67,-28.251367172545965,0.0,0.0,1.0,stable
66,-29.075930583202737,0.0,0.0,1.0,stable
68,-29.81491126710058,0.14629428595744826,0.02328345875622714,0.999987962124509,stable
69,-29.81491126710058,-0.14629428595744826,0.02328345875622714,0.999987962124509,stable
74,-30.852646056065744,0.09204889614151575,0.014650036827074723,0.9999955493910115,stable
75,-30.852646056065744,-0.09204889614151575,0.014650036827074723,0.9999955493910115,stable
79,-31.4874262341612,0.0,0.0,1.0,stable
80,-32.45252637913441,0.0,0.0,1.0,stable
95,-33.062161456910395,0.08509751287933348,0.01354368981957215,0.9999966876280655,stable
96,-33.062161456910395,-0.08509751287933348,0.01354368981957215,0.9999966876280655,stable
94,-33.358564205033126,0.0,0.0,1.0,stable
97,-33.94752271180413,0.0,0.0,1.0,stable
114,-34.565562995328094,0.04474307019752122,0.007121080791043168,0.999999162212741,stable
115,-34.565562995328094,-0.04474307019752122,0.007121080791043168,0.999999162212741,stable
113,-35.03983430163596,0.0,0.0,1.0,stable
89,-35.526934638187115,0.1055560938186509,0.01679977410471015,0.999995586142826,stable
90,-35.526934638187115,-0.1055560938186509,0.01679977410471015,0.999995586142826,stable
86,-35.89712559845781,0.29942731148770474,0.04765533671998487,0.9999652134935829,stable
87,-35.89712559845781,-0.29942731148770474,0.04765533671998487,0.9999652134935829,stable
88,-36.48678690449816,0.0,0.0,1.0,stable
77,-37.14433179837221,0.12465842789566692,0.019840004997660008,0.9999943684943173,stable
78,-37.14433179837221,-0.12465842789566692,0.019840004997660008,0.9999943684943173,stable
82,-37.45374111061406,0.04250050885282021,0.006764166067847194,0.9999993561755935,stable
83,-37.45374111061406,-0.04250050885282021,0.006764166067847194,0.9999993561755935,stable
93,-37.60193203234242,0.0,0.0,1.0,stable
98,-37.73447426256607,0.0,0.0,1.0,stable
81,-37.86601890058065,0.0,0.0,1.0,stable
76,-38.00552941144112,0.0,0.0,1.0,stable
43,-38.969937928997986,0.0,0.0,1.0,stable
42,-39.55201643998034,0.0,0.0,1.0,stable
41,-40.132987648719094,0.0,0.0,1.0,stable
40,-40.45444013677532,0.0,0.0,1.0,stable
39,-40.57384790067005,0.0,0.0,1.0,stable
38,-41.080184007498346,0.0,0.0,1.0,stable
139,-49.99999999999974,0.0,0.0,1.0,stable
158,-49.99999999999982,0.0,0.0,1.0,stable
220,-49.999999999999865,0.0,0.0,1.0,stable
116,-49.99999999999989,0.0,0.0,1.0,stable
108,-49.99999999999992,0.0,0.0,1.0,stable
221,-49.999999999999964,0.0,0.0,1.0,stable
223,-49.99999999999997,0.0,0.0,1.0,stable
117,-49.999999999999986,0.0,0.0,1.0,stable
227,-49.99999999999999,0.0,0.0,1.0,stable
225,-50.00000000000001,0.0,0.0,1.0,stable
226,-50.000000000000014,0.0,0.0,1.0,stable
222,-50.00000000000002,0.0,0.0,1.0,stable
151,-50.00000000000006,0.0,0.0,1.0,stable
224,-50.00000000000006,0.0,0.0,1.0,stable
219,-50.000000000000114,0.0,0.0,1.0,stable
152,-50.00000000000022,0.0,0.0,1.0,stable
105,-50.00000000000023,0.0,0.0,1.0,stable
159,-50.000000000000256,0.0,0.0,1.0,stable
118,-50.00000000000027,0.0,0.0,1.0,stable
